Date,Close,High,Low,Open,Volume,Ticker,Daily_Return,MA_20,MA_50,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,MSFT,MSFT,MSFT,MSFT,MSFT,TSLA,TSLA,TSLA,TSLA,TSLA
2025-05-01,213.04063415527344,214.2790004444518,208.62640936955898,208.80618155790114,57365700.0,AAPL,0.0038588132637511485,199.29365997314454,216.11579803466796,,,,,,,,,,
2025-05-02,205.08106994628906,206.71892151455646,201.89524528415058,205.82009105417706,101010600.0,AAPL,-0.03736171853104364,199.40151824951172,215.30725830078126,,,,,,,,,,
2025-05-05,198.62953186035156,203.83271551835597,197.9504297070337,202.83402512431957,69018500.0,AAPL,-0.031458476823956305,199.92632980346679,214.37528045654298,,,,,,,,,,
2025-05-06,198.25001525878906,200.38721199140494,196.7619763948813,197.9504203457911,51216500.0,AAPL,-0.001910675608042589,200.77771224975587,213.4047528076172,,,,,,,,,,
2025-05-07,195.99298095703125,199.1788056079939,192.99690991055434,198.90915494694545,68536700.0,AAPL,-0.011384787531095841,201.9676513671875,212.390283203125,,,,,,,,,,
2025-05-08,197.2313690185547,199.78801395815432,194.42503624466005,197.46106353953903,50478900.0,AAPL,0.006318532712122682,201.89974060058594,211.53400634765626,,,,,,,,,,
2025-05-09,198.27000427246094,200.2773664943336,197.28129528859796,198.739389980464,36453900.0,AAPL,0.005266075366584078,202.30470962524413,210.75962188720703,,,,,,,,,,
2025-05-12,210.7899932861328,211.27000427246094,206.75,210.97000122070312,63775800.0,AAPL,0.06314615798599066,202.94968490600587,210.14495635986327,,,,,,,,,,
2025-05-13,212.92999267578125,213.39999389648438,209.0,210.42999267578125,51909300.0,AAPL,0.010152281691776288,203.4834457397461,209.64919097900392,,,,,,,,,,
2025-05-14,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800.0,AAPL,-0.0028177845553216674,204.00618209838868,209.18337066650392,,,,,,,,,,
2025-05-15,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500.0,AAPL,-0.004144515024837148,204.87790298461914,208.7037451171875,,,,,,,,,,
2025-05-16,211.25999450683594,212.57000732421875,209.77000427246094,212.36000061035156,53659100.0,AAPL,-0.0008985691376138805,205.60480117797852,208.22850891113282,,,,,,,,,,
2025-05-19,208.77999877929688,209.47999572753906,204.25999450683594,208.02499389648438,45104929.0,AAPL,-0.011739069355408915,206.39844970703126,207.62897064208985,,,,,,,,,,
2025-05-01,,,,,,MSFT,0.07625354787917771,379.49979705810546,385.77976684570314,424.6204528808594,436.1892106723326,424.12136912560175,430.3199808366381,58938100.0,,,,,
2025-05-02,,,,,,MSFT,0.02322523065499027,382.6026016235352,386.1620648193359,434.48236083984375,438.63474141621873,429.20204608174254,430.948839257634,30757400.0,,,,,
2025-05-05,,,,,,MSFT,0.002044655386012728,386.41210784912107,386.7202404785156,435.3707275390625,438.6946118778074,431.3181395047298,432.07675654489867,20136100.0,,,,,
2025-05-06,,,,,,MSFT,-0.00655709413868899,390.1776947021484,387.3053662109375,432.5159606933594,436.92787448428356,430.3798980651205,431.408009380462,15104200.0,,,,,
2025-05-07,,,,,,MSFT,9.236077600838222e-05,394.10997619628904,388.0130676269531,432.555908203125,437.3171563878889,430.319992206568,433.04500054847074,23295300.0,,,,,
2025-05-08,,,,,,MSFT,0.011122625157401034,396.48960876464844,388.780458984375,437.3670654296875,442.85698666150637,434.86165526525525,437.12748451655574,23491300.0,,,,,
2025-05-09,,,,,,MSFT,0.001278080867763709,399.35335235595704,389.70276611328126,437.9260559082031,439.93235195021686,435.08127232610667,439.19371771814804,15324200.0,,,,,
2025-05-12,,,,,,MSFT,0.024001040839065624,402.3882797241211,390.7462506103516,448.4367370605469,448.5465208630377,438.9740982732109,445.12281367736733,22821900.0,,,,,
2025-05-13,,,,,,MSFT,-0.00026704095955087936,405.4491622924805,391.95702880859375,448.3169860839844,449.8441812103938,444.54388351816056,446.9594623818115,23618800.0,,,,,
2025-05-14,,,,,,MSFT,0.008460529904765979,408.8035034179687,393.2412713623047,452.1099853515625,453.0682176126866,447.3187935842875,447.3187935842875,19902800.0,,,,,
2025-05-15,,,,,,MSFT,0.0022561313934634786,412.91355285644534,394.2981689453125,453.1300048828125,456.19000244140625,450.42999267578125,450.7699890136719,21992300.0,,,,,
2025-05-16,,,,,,MSFT,0.0025157992597604206,417.27174987792966,395.4603143310547,454.2699890136719,454.3599853515625,448.7300109863281,452.04998779296875,23803400.0,,,,,
2025-05-19,,,,,,MSFT,0.010126150119454946,422.2921539306641,396.78592895507813,458.8699951171875,459.5849914550781,450.875,450.875,21261265.0,,,,,
2025-05-01,,,,,,TSLA,-0.005812356915055328,256.4705009460449,264.8772006225586,,,,,,280.5199890136719,290.8699951171875,279.80999755859375,280.010009765625,99659000.0
2025-05-02,,,,,,TSLA,0.023848576584252656,257.467000579834,263.5334005737305,,,,,,287.2099914550781,294.7799987792969,279.80999755859375,284.8999938964844,114454700.0
2025-05-05,,,,,,TSLA,-0.024198258752220814,259.50850143432615,262.3826010131836,,,,,,280.260009765625,284.8500061035156,274.3999938964844,284.57000732421875,94618900.0
2025-05-06,,,,,,TSLA,-0.017519458684867262,261.6115020751953,261.279001159668,,,,,,275.3500061035156,277.7300109863281,271.3500061035156,273.1099853515625,76715800.0
2025-05-07,,,,,,TSLA,0.003159597232260225,264.3295021057129,260.74740142822264,,,,,,276.2200012207031,277.9200134277344,271.0,276.8800048828125,71592600.0
2025-05-08,,,,,,TSLA,0.031134624811778533,264.96050186157225,260.6278018188477,,,,,,284.82000732421875,289.79998779296875,279.4100036621094,279.6300048828125,97539400.0
2025-05-09,,,,,,TSLA,0.04718770485146129,267.2535026550293,260.95400177001954,,,,,,298.260009765625,307.0400085449219,290.0,290.2099914550781,132387800.0
2025-05-12,,,,,,TSLA,0.06745790403815088,270.55700302124023,261.4620016479492,,,,,,318.3800048828125,322.2099914550781,311.5,321.989990234375,112826700.0
2025-05-13,,,,,,TSLA,0.049280740626853614,274.6430030822754,262.4504019165039,,,,,,334.07000732421875,337.5899963378906,316.79998779296875,320.0,136992600.0
2025-05-14,,,,,,TSLA,0.04073991993646375,279.3215026855469,263.9632015991211,,,,,,347.67999267578125,350.0,337.0,342.5,136997300.0
2025-05-15,,,,,,TSLA,-0.013978329078298546,284.38500289916993,265.23760162353517,,,,,,342.82000732421875,346.1400146484375,334.7200012207031,340.3399963378906,97882600.0
2025-05-16,,,,,,TSLA,0.0208856061756566,289.815503692627,266.9682015991211,,,,,,349.9800109863281,351.6199951171875,342.3299865722656,346.239990234375,93811800.0
2025-05-19,,,,,,TSLA,-0.022544186527114873,295.5450035095215,268.55660125732425,,,,,,342.0899963378906,343.0,333.3800048828125,336.3399963378906,88178277.0
